id_city,city,lat,lon,place_id,timestamp,feels_like,humidity,rain,date,feels_like_mean,rain_mean
17,Gorges du Verdon,43.7496562,6.3285616,73777570.0,1736420400,5.81,76,1.8032000000000001,2025-01-09,2.5942857142857143,2.0416
17,Gorges du Verdon,43.7496562,6.3285616,73777570.0,1736506800,0.14,33,0.078,2025-01-10,2.5942857142857143,2.0416
17,Gorges du Verdon,43.7496562,6.3285616,73777570.0,1736593200,3.21,62,0.0,2025-01-11,2.5942857142857143,2.0416
17,Gorges du Verdon,43.7496562,6.3285616,73777570.0,1736679600,-1.86,75,0.0,2025-01-12,2.5942857142857143,2.0416
18,Bormes les Mimosas,43.1506968,6.3419285,74688892.0,1736161200,12.65,83,7.97,2025-01-06,8.952857142857143,1.2508
18,Bormes les Mimosas,43.1506968,6.3419285,74688892.0,1736247600,9.43,50,0.68,2025-01-07,8.952857142857143,1.2508
18,Bormes les Mimosas,43.1506968,6.3419285,74688892.0,1736334000,12.26,61,0.0,2025-01-08,8.952857142857143,1.2508
18,Bormes les Mimosas,43.1506968,6.3419285,74688892.0,1736420400,12.75,65,0.048,2025-01-09,8.952857142857143,1.2508
18,Bormes les Mimosas,43.1506968,6.3419285,74688892.0,1736506800,3.95,35,0.0,2025-01-10,8.952857142857143,1.2508
18,Bormes les Mimosas,43.1506968,6.3419285,74688892.0,1736593200,8.54,53,0.0276,2025-01-11,8.952857142857143,1.2508
18,Bormes les Mimosas,43.1506968,6.3419285,74688892.0,1736679600,3.09,48,0.03,2025-01-12,8.952857142857143,1.2508
19,Cassis,43.2140359,5.5396318,75496110.0,1736161200,12.74,85,6.49,2025-01-06,7.827142857142857,0.9712142857142858
19,Cassis,43.2140359,5.5396318,75496110.0,1736247600,8.75,62,0.0,2025-01-07,7.827142857142857,0.9712142857142858
19,Cassis,43.2140359,5.5396318,75496110.0,1736334000,11.62,58,0.0,2025-01-08,7.827142857142857,0.9712142857142858
19,Cassis,43.2140359,5.5396318,75496110.0,1736420400,11.81,73,0.11200000000000002,2025-01-09,7.827142857142857,0.9712142857142858
19,Cassis,43.2140359,5.5396318,75496110.0,1736506800,-0.22,55,0.048,2025-01-10,7.827142857142857,0.9712142857142858
19,Cassis,43.2140359,5.5396318,75496110.0,1736593200,7.75,28,0.0,2025-01-11,7.827142857142857,0.9712142857142858
19,Cassis,43.2140359,5.5396318,75496110.0,1736679600,2.34,60,0.1485,2025-01-12,7.827142857142857,0.9712142857142858
20,Marseille,43.2961743,5.3699525,75345615.0,1736161200,13.74,84,5.78,2025-01-06,8.191428571428572,0.8552857142857143
20,Marseille,43.2961743,5.3699525,75345615.0,1736247600,9.74,61,0.0,2025-01-07,8.191428571428572,0.8552857142857143
20,Marseille,43.2961743,5.3699525,75345615.0,1736334000,11.9,58,0.0,2025-01-08,8.191428571428572,0.8552857142857143
20,Marseille,43.2961743,5.3699525,75345615.0,1736420400,12.74,72,0.068,2025-01-09,8.191428571428572,0.8552857142857143
20,Marseille,43.2961743,5.3699525,75345615.0,1736506800,0.2,55,0.04000000000000001,2025-01-10,8.191428571428572,0.8552857142857143
20,Marseille,43.2961743,5.3699525,75345615.0,1736593200,6.62,34,0.0,2025-01-11,8.191428571428572,0.8552857142857143
20,Marseille,43.2961743,5.3699525,75345615.0,1736679600,2.4,56,0.099,2025-01-12,8.191428571428572,0.8552857142857143
21,Aix en Provence,43.5298424,5.4474738,74605205.0,1736161200,11.44,85,4.91,2025-01-06,6.97,0.7366571428571429
21,Aix en Provence,43.5298424,5.4474738,74605205.0,1736247600,6.31,59,0.0,2025-01-07,6.97,0.7366571428571429
21,Aix en Provence,43.5298424,5.4474738,74605205.0,1736334000,10.36,57,0.0,2025-01-08,6.97,0.7366571428571429
21,Aix en Provence,43.5298424,5.4474738,74605205.0,1736420400,11.23,72,0.1378,2025-01-09,6.97,0.7366571428571429
21,Aix en Provence,43.5298424,5.4474738,74605205.0,1736506800,0.15,47,0.044000000000000004,2025-01-10,6.97,0.7366571428571429
21,Aix en Provence,43.5298424,5.4474738,74605205.0,1736593200,6.75,36,0.0,2025-01-11,6.97,0.7366571428571429
21,Aix en Provence,43.5298424,5.4474738,74605205.0,1736679600,2.55,40,0.0648,2025-01-12,6.97,0.7366571428571429
22,Avignon,43.9492493,4.8059012,75318801.0,1736161200,14.41,74,5.29,2025-01-06,6.83,0.8771571428571429
22,Avignon,43.9492493,4.8059012,75318801.0,1736247600,9.69,57,0.0,2025-01-07,6.83,0.8771571428571429
22,Avignon,43.9492493,4.8059012,75318801.0,1736334000,10.0,59,0.0,2025-01-08,6.83,0.8771571428571429
22,Avignon,43.9492493,4.8059012,75318801.0,1736420400,12.84,65,0.5696,2025-01-09,6.83,0.8771571428571429
22,Avignon,43.9492493,4.8059012,75318801.0,1736506800,1.17,47,0.2805,2025-01-10,6.83,0.8771571428571429
22,Avignon,43.9492493,4.8059012,75318801.0,1736593200,0.97,52,0.0,2025-01-11,6.83,0.8771571428571429
22,Avignon,43.9492493,4.8059012,75318801.0,1736679600,-1.27,48,0.0,2025-01-12,6.83,0.8771571428571429
23,Uzes,44.0121279,4.4196718,79181408.0,1736161200,12.77,80,4.0,2025-01-06,6.561428571428571,0.8166857142857143
23,Uzes,44.0121279,4.4196718,79181408.0,1736247600,7.3,65,0.0,2025-01-07,6.561428571428571,0.8166857142857143
23,Uzes,44.0121279,4.4196718,79181408.0,1736334000,9.5,74,0.10880000000000001,2025-01-08,6.561428571428571,0.8166857142857143
23,Uzes,44.0121279,4.4196718,79181408.0,1736420400,12.05,69,1.5579999999999998,2025-01-09,6.561428571428571,0.8166857142857143
23,Uzes,44.0121279,4.4196718,79181408.0,1736506800,3.78,40,0.05,2025-01-10,6.561428571428571,0.8166857142857143
23,Uzes,44.0121279,4.4196718,79181408.0,1736593200,1.6,49,0.0,2025-01-11,6.561428571428571,0.8166857142857143
23,Uzes,44.0121279,4.4196718,79181408.0,1736679600,-1.07,47,0.0,2025-01-12,6.561428571428571,0.8166857142857143
24,Nimes,43.8374249,4.3600687,75374635.0,1736161200,13.46,75,2.41,2025-01-06,7.335714285714286,0.36660000000000004
24,Nimes,43.8374249,4.3600687,75374635.0,1736247600,7.2,65,0.0,2025-01-07,7.335714285714286,0.36660000000000004
24,Nimes,43.8374249,4.3600687,75374635.0,1736334000,9.96,67,0.1092,2025-01-08,7.335714285714286,0.36660000000000004
24,Nimes,43.8374249,4.3600687,75374635.0,1736420400,12.43,63,0.023000000000000003,2025-01-09,7.335714285714286,0.36660000000000004
24,Nimes,43.8374249,4.3600687,75374635.0,1736506800,5.28,32,0.024,2025-01-10,7.335714285714286,0.36660000000000004
24,Nimes,43.8374249,4.3600687,75374635.0,1736593200,3.04,42,0.0,2025-01-11,7.335714285714286,0.36660000000000004
24,Nimes,43.8374249,4.3600687,75374635.0,1736679600,-0.02,41,0.0,2025-01-12,7.335714285714286,0.36660000000000004
25,Aigues Mortes,43.5661521,4.19154,74835274.0,1736161200,12.51,78,0.049,2025-01-06,8.348571428571429,0.017714285714285714
25,Aigues Mortes,43.5661521,4.19154,74835274.0,1736247600,9.98,64,0.0,2025-01-07,8.348571428571429,0.017714285714285714
25,Aigues Mortes,43.5661521,4.19154,74835274.0,1736334000,10.67,69,0.075,2025-01-08,8.348571428571429,0.017714285714285714
25,Aigues Mortes,43.5661521,4.19154,74835274.0,1736420400,12.43,70,0.0,2025-01-09,8.348571428571429,0.017714285714285714
25,Aigues Mortes,43.5661521,4.19154,74835274.0,1736506800,6.18,35,0.0,2025-01-10,8.348571428571429,0.017714285714285714
25,Aigues Mortes,43.5661521,4.19154,74835274.0,1736593200,4.79,43,0.0,2025-01-11,8.348571428571429,0.017714285714285714
25,Aigues Mortes,43.5661521,4.19154,74835274.0,1736679600,1.88,39,0.0,2025-01-12,8.348571428571429,0.017714285714285714
26,Saintes Maries de la mer,43.4515922,4.4277202,74989696.0,1736161200,13.53,80,0.0,2025-01-06,7.824285714285714,0.01002857142857143
26,Saintes Maries de la mer,43.4515922,4.4277202,74989696.0,1736247600,10.11,66,0.0,2025-01-07,7.824285714285714,0.01002857142857143
26,Saintes Maries de la mer,43.4515922,4.4277202,74989696.0,1736334000,11.08,68,0.0,2025-01-08,7.824285714285714,0.01002857142857143
26,Saintes Maries de la mer,43.4515922,4.4277202,74989696.0,1736420400,12.5,74,0.07020000000000001,2025-01-09,7.824285714285714,0.01002857142857143
26,Saintes Maries de la mer,43.4515922,4.4277202,74989696.0,1736506800,5.08,38,0.0,2025-01-10,7.824285714285714,0.01002857142857143
26,Saintes Maries de la mer,43.4515922,4.4277202,74989696.0,1736593200,2.96,50,0.0,2025-01-11,7.824285714285714,0.01002857142857143
26,Saintes Maries de la mer,43.4515922,4.4277202,74989696.0,1736679600,-0.49,52,0.0,2025-01-12,7.824285714285714,0.01002857142857143
27,Collioure,42.52505,3.0831554,76480430.0,1736161200,13.35,62,0.0806,2025-01-06,10.118571428571428,0.4572
27,Collioure,42.52505,3.0831554,76480430.0,1736247600,11.4,49,0.0,2025-01-07,10.118571428571428,0.4572
27,Collioure,42.52505,3.0831554,76480430.0,1736334000,14.45,48,0.0,2025-01-08,10.118571428571428,0.4572
27,Collioure,42.52505,3.0831554,76480430.0,1736420400,15.13,58,0.0,2025-01-09,10.118571428571428,0.4572
27,Collioure,42.52505,3.0831554,76480430.0,1736506800,5.52,43,0.059800000000000006,2025-01-10,10.118571428571428,0.4572
27,Collioure,42.52505,3.0831554,76480430.0,1736593200,8.2,80,3.06,2025-01-11,10.118571428571428,0.4572
27,Collioure,42.52505,3.0831554,76480430.0,1736679600,2.78,38,0.0,2025-01-12,10.118571428571428,0.4572
28,Carcassonne,43.2130358,2.3491069,77322627.0,1736161200,11.92,73,3.21,2025-01-06,7.602857142857142,2.7858857142857145
28,Carcassonne,43.2130358,2.3491069,77322627.0,1736247600,9.04,69,0.0,2025-01-07,7.602857142857142,2.7858857142857145
28,Carcassonne,43.2130358,2.3491069,77322627.0,1736334000,11.48,73,0.3192,2025-01-08,7.602857142857142,2.7858857142857145
28,Carcassonne,43.2130358,2.3491069,77322627.0,1736420400,11.29,73,1.4,2025-01-09,7.602857142857142,2.7858857142857145
28,Carcassonne,43.2130358,2.3491069,77322627.0,1736506800,3.09,55,0.35200000000000004,2025-01-10,7.602857142857142,2.7858857142857145
28,Carcassonne,43.2130358,2.3491069,77322627.0,1736593200,7.03,97,14.22,2025-01-11,7.602857142857142,2.7858857142857145
28,Carcassonne,43.2130358,2.3491069,77322627.0,1736679600,-0.63,57,0.0,2025-01-12,7.602857142857142,2.7858857142857145
29,Ariege,42.9455368,1.4065544156065486,75629631.0,1736164800,4.09,94,7.8,2025-01-06,4.637142857142857,9.670857142857143
29,Ariege,42.9455368,1.4065544156065486,75629631.0,1736251200,6.2,61,0.22,2025-01-07,4.637142857142857,9.670857142857143
29,Ariege,42.9455368,1.4065544156065486,75629631.0,1736337600,11.37,61,0.0,2025-01-08,4.637142857142857,9.670857142857143
29,Ariege,42.9455368,1.4065544156065486,75629631.0,1736424000,5.73,70,6.48,2025-01-09,4.637142857142857,9.670857142857143
29,Ariege,42.9455368,1.4065544156065486,75629631.0,1736510400,2.98,66,5.43,2025-01-10,4.637142857142857,9.670857142857143
29,Ariege,42.9455368,1.4065544156065486,75629631.0,1736596800,6.11,98,47.46,2025-01-11,4.637142857142857,9.670857142857143
29,Ariege,42.9455368,1.4065544156065486,75629631.0,1736683200,-4.02,64,0.306,2025-01-12,4.637142857142857,9.670857142857143
30,Toulouse,43.6044622,1.4442469,78122014.0,1736161200,9.21,81,2.0,2025-01-06,7.07,3.488571428571429
30,Toulouse,43.6044622,1.4442469,78122014.0,1736251200,7.75,62,1.43,2025-01-07,7.07,3.488571428571429
30,Toulouse,43.6044622,1.4442469,78122014.0,1736337600,13.58,64,0.49,2025-01-08,7.07,3.488571428571429
30,Toulouse,43.6044622,1.4442469,78122014.0,1736424000,7.18,73,2.59,2025-01-09,7.07,3.488571428571429
30,Toulouse,43.6044622,1.4442469,78122014.0,1736510400,5.11,54,0.9,2025-01-10,7.07,3.488571428571429
30,Toulouse,43.6044622,1.4442469,78122014.0,1736596800,5.95,89,17.01,2025-01-11,7.07,3.488571428571429
30,Toulouse,43.6044622,1.4442469,78122014.0,1736683200,0.71,52,0.0,2025-01-12,7.07,3.488571428571429
31,Montauban,44.0175835,1.3549991,78192550.0,1736164800,6.74,83,3.21,2025-01-06,7.112857142857143,2.378
31,Montauban,44.0175835,1.3549991,78192550.0,1736251200,6.7,72,2.22,2025-01-07,7.112857142857143,2.378
31,Montauban,44.0175835,1.3549991,78192550.0,1736337600,13.99,65,0.66,2025-01-08,7.112857142857143,2.378
31,Montauban,44.0175835,1.3549991,78192550.0,1736424000,10.43,74,2.03,2025-01-09,7.112857142857143,2.378
31,Montauban,44.0175835,1.3549991,78192550.0,1736510400,4.42,61,0.45599999999999996,2025-01-10,7.112857142857143,2.378
31,Montauban,44.0175835,1.3549991,78192550.0,1736596800,6.21,80,8.07,2025-01-11,7.112857142857143,2.378
31,Montauban,44.0175835,1.3549991,78192550.0,1736683200,1.3,48,0.0,2025-01-12,7.112857142857143,2.378
32,Biarritz,43.47114375,-1.552726590666314,267748936.0,1736164800,9.99,74,14.82,2025-01-06,9.555714285714286,7.912985714285715
32,Biarritz,43.47114375,-1.552726590666314,267748936.0,1736251200,10.66,66,3.99,2025-01-07,9.555714285714286,7.912985714285715
32,Biarritz,43.47114375,-1.552726590666314,267748936.0,1736337600,13.06,71,0.5561,2025-01-08,9.555714285714286,7.912985714285715
32,Biarritz,43.47114375,-1.552726590666314,267748936.0,1736424000,11.94,85,11.54,2025-01-09,9.555714285714286,7.912985714285715
32,Biarritz,43.47114375,-1.552726590666314,267748936.0,1736510400,7.23,80,0.6348,2025-01-10,9.555714285714286,7.912985714285715
32,Biarritz,43.47114375,-1.552726590666314,267748936.0,1736596800,11.03,94,23.85,2025-01-11,9.555714285714286,7.912985714285715
32,Biarritz,43.47114375,-1.552726590666314,267748936.0,1736683200,2.98,66,0.0,2025-01-12,9.555714285714286,7.912985714285715
33,Bayonne,43.4945144,-1.4736657,268541444.0,1736164800,9.8,74,14.99,2025-01-06,9.472857142857142,7.631914285714286
33,Bayonne,43.4945144,-1.4736657,268541444.0,1736251200,10.28,68,4.79,2025-01-07,9.472857142857142,7.631914285714286
33,Bayonne,43.4945144,-1.4736657,268541444.0,1736337600,13.65,69,0.9207000000000001,2025-01-08,9.472857142857142,7.631914285714286
33,Bayonne,43.4945144,-1.4736657,268541444.0,1736424000,11.91,83,10.25,2025-01-09,9.472857142857142,7.631914285714286
33,Bayonne,43.4945144,-1.4736657,268541444.0,1736510400,6.49,83,0.3927,2025-01-10,9.472857142857142,7.631914285714286
33,Bayonne,43.4945144,-1.4736657,268541444.0,1736596800,10.89,95,22.08,2025-01-11,9.472857142857142,7.631914285714286
33,Bayonne,43.4945144,-1.4736657,268541444.0,1736683200,3.29,65,0.0,2025-01-12,9.472857142857142,7.631914285714286
34,La Rochelle,46.159732,-1.1515951,266833066.0,1736164800,8.99,73,3.26,2025-01-06,6.312857142857142,5.5
34,La Rochelle,46.159732,-1.1515951,266833066.0,1736251200,9.25,80,11.98,2025-01-07,6.312857142857142,5.5
34,La Rochelle,46.159732,-1.1515951,266833066.0,1736337600,11.94,85,12.1,2025-01-08,6.312857142857142,5.5
34,La Rochelle,46.159732,-1.1515951,266833066.0,1736424000,9.89,92,8.52,2025-01-09,6.312857142857142,5.5
34,La Rochelle,46.159732,-1.1515951,266833066.0,1736510400,1.86,79,2.64,2025-01-10,6.312857142857142,5.5
34,La Rochelle,46.159732,-1.1515951,266833066.0,1736596800,0.61,70,0.0,2025-01-11,6.312857142857142,5.5
34,La Rochelle,46.159732,-1.1515951,266833066.0,1736683200,1.65,72,0.0,2025-01-12,6.312857142857142,5.5
